id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
523260,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,7df95549-5a8e-4938-938e-4b42f8d865e1,119590,61979,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"Bill Jennings",,,,,,,"collectors: T R Suess T Naumann",TRS-60,1978-06-09,1978,6,9,160,,"9 June 1978",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Routt County",,"10 mi S of Toponas on Hwy 131, along side of rd.",,,,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 15:53:54",http://creativecommons.org/licenses/by-nc/3.0/,,,7df95549-5a8e-4938-938e-4b42f8d865e1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=523260
525489,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,963e1544-5de7-45af-bd1c-398d8a0d7aba,119588,80908,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"S. Spackman & D. Anderson",,,,,,,"collectors: Susan Spackman",99,1999-06-12,1999,6,12,163,,"12 June 1999",,"Common in sparsely vegetated areas",,,,,,,,"Lichens and fern species",,,,,1,,,,,,,"United States",Colorado,"Costilla County",,"Forbes Park. Near entrance along railroad.",,,,WGS84,,,,,,,,2743,,,,,9000ft.,,en,,"2017-01-16 15:39:17",http://creativecommons.org/licenses/by-nc/3.0/,,,963e1544-5de7-45af-bd1c-398d8a0d7aba,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=525489
526896,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,516f8905-6e40-404d-98f7-1e81eaeb6357,108885,86494,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: G Doyle",GD04-01,2004-05-12,2004,5,12,133,,"12 May 2004",,"Ingleside Formation. flower color yellow, and in flower and fruit",,,,,,,,"Cercocarpus montanus, Rhus trilobata, Bouteloua gracilis",,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"Larimer County Open Space, west-facing red sandstone hogback slope west of Indian Creek.",,40.44,-105.16,WGS84,,,,,,,,1631,,,,,5350ft.,,en,,"2017-01-16 15:27:56",http://creativecommons.org/licenses/by-nc/3.0/,,,516f8905-6e40-404d-98f7-1e81eaeb6357,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=526896
526897,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,09277f20-e4bb-45d1-85b5-27bc65f9a621,108882,86493,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: G Doyle",GD04-02,2004-05-17,2004,5,17,138,,"17 May 2004",,"Ingleside Formation. flower color yellow, and in flower and fruit",,,,,,,,"Cercocarpus montanus, Artemisia frigida, Opuntia, sparse grasses",,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"West-facing red sandstone hogback slope east of Loveland north of Hwy 34. 1/2 mile west of Devil's Backbone. Hidden Valley Lykins Fm.",,40.41,-105.14,WGS84,,,,,,,,1585,,,,,5200ft.,,en,,"2017-01-16 15:27:56",http://creativecommons.org/licenses/by-nc/3.0/,,,09277f20-e4bb-45d1-85b5-27bc65f9a621,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=526897
527702,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,f0d8af4a-aa86-4104-8740-a252a6d4358d,119573,86063,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: R Hartman",66796,2000-05-23,2000,5,23,144,,"23 May 2000",,"red sandstone slope and ridgetop",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Eagle County",,"Central Colorado: Castle Peak Area, W slope Continental Divide: Greenhorn Mt, ca 4 air mi NW of Gypsum",,39.69,-106.98,WGS84,,,,,,,,2225,,,,,7300ft.,,en,,"2017-01-16 15:21:03",http://creativecommons.org/licenses/by-nc/3.0/,,,f0d8af4a-aa86-4104-8740-a252a6d4358d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=527702
529025,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,4b57092b-bf4d-4a65-a279-42f465e18866,119575,87955,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: Erin Foley",68136,2004-06-03,2004,6,3,155,,"3 June 2004",,"Sandy drainage gully.",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Grand County",,"Gore Range: ca 2 air mi NE of Radium and ca 9.5 air mi SW of Kremmling, ca 1 mi W of the Colorado Riber.",,39.97,-106.54,WGS84,,,,,,,,2195,,,,,7200ft.,,en,,"2017-01-16 15:12:03",http://creativecommons.org/licenses/by-nc/3.0/,,,4b57092b-bf4d-4a65-a279-42f465e18866,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=529025
529648,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,a8486c8b-fad4-4676-846f-2360424cbc75,119574,90184,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: Melanie Arnett",5015,1999-07-06,1999,7,6,187,,"6 July 1999",,"Riparian and adjacent sagebrush shrubland.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=5d64bbb3-a30d-42d8-8780-ef5d2636f6fe",,,,,,,1,,,,,,,"United States",Colorado,"Gunnison County",,"Southern Gunnison Basin: intersection of County roads 27B and 27C at North Beaver Creek, ca 1.8 air mi NNE of Rudolph Hill; ca 10.5 air mi ESE of Gateview.",,38.24,-108.47,WGS84,,,,,,,,2621,,,,,8600ft.,,en,,"2017-01-16 15:07:09",http://creativecommons.org/licenses/by-nc/3.0/,,,a8486c8b-fad4-4676-846f-2360424cbc75,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=529648
531023,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,dad99226-c48c-4ec2-a0bf-abb527d74066,108854,92828,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,"Melanie Arnett",,,,,,,"collectors: B.E. Nelson Melanie Arnett",43453,1998-06-16,1998,6,16,167,,"16 Jun 1998",,"Stony sagebrush slopes.",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Gunnison County",,"Southern Gunnison Basin: Curecanti National Recreation Area: ca 1.2 air mi N of Sapinero Mesa, just W of Fourmile Gulch Bay, ca 18.8 air mi WSW of Gunnison.",,38.46,-107.26,WGS84,,,,,,,,2286,,,,,7500ft.,,en,,"2017-01-16 14:51:51",http://creativecommons.org/licenses/by-nc/3.0/,,,dad99226-c48c-4ec2-a0bf-abb527d74066,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=531023
959178,ARIZ,,,5991f10e-a5e6-47d7-acfe-e26e6686d02a,PreservedSpecimen,urn:uuid:1185381b-df14-45bc-8b80-9857fb869b4e,390248,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,1996-06-21,,,,,,"Andrew Salywon; Dave Dierig",USDA-3105,1996-06-21,1996,6,21,173,,"June,21,1996",,"Grassland with Yucca & Opuntia.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=7a3c220e-2d42-4609-ae3f-34d877721b54",,,,,,,,,,,,,,"United States",Colorado,"Boulder County",,"Roadcut on Hwy 36 0.5 miles north of Hwy 7",,40.069549,-105.283583,,,"UTM: 13 475818 4435515",,,,,,1632,,,,,"5353 ft.",,,Tammy,"2015-09-23 15:21:45",http://creativecommons.org/licenses/by-nc/3.0/,,,e4451335-777e-4006-9f12-8d8fdd436436,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=959178
1195996,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,795065,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Ronald L. Hartman, Jeanette Flaig",77628,2003-06-24,2003,6,24,175,,2003-6-24,,"Grassy slopes of hill with scattered shrubs, Douglas fir-aspen slope, and disturbed areas due to mining activity; disturbed areas.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Mineral,,"Eastern San Juan Mountains: Rio Grande National Forest: Colo Hwy 149 W of Creede to Forest Road 507, 1.5 air mi on Forest Road 507 to Forest Road 508 then 0.6 road mi.",,37.83615,-106.960417,,,"37° 50.169' N, 106° 57.625' W; T41N R1W S3 NW1/4; also NE1/4 of NE1/4 S4 and T42N R1W S34 SE1/4",,,,,,2704,2744,,,,"8870-9000 ft.",,English,,"2013-02-06 11:08:24",http://creativecommons.org/licenses/by-nc/3.0/,,,418cb9dc-4fbf-41f1-8a79-3b8e2153eae2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1195996
1210302,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Erin Foley, Michael Foley",997,2003-06-20,2003,6,20,171,,2003-6-20,,"Roadside and sagebrush steppe.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Arapaho National Forest: Middle Park: just N of U.S. Hwy 40, ca 3 mi W of Parshall; ca 9 mi E of Kremmling.",,40.0662,-106.2324,,,"40.0662° N, 106.2324° W; GPS Reading; T1N R79W S10 W1/2",,,"GPS Reading",,,2287,,,,,"7500 ft.",,English,,"2009-03-19 15:38:02",http://creativecommons.org/licenses/by-nc/3.0/,,,dcc559de-3020-4559-a1a3-ab2f800b76c5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1210302
1210374,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"B. E. Nelson, Michelle Nelson",18417,1990-06-12,1990,6,12,163,,1990-6-12,,Roadcut.,,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Park Range: above Blacktail Creek along Blacktail or County Road 11, ca 1 air mi N of Radium, ca 11 air mi SW of Kremmling.",,39.968,-106.5458,,,"39.968° N, 106.5458° W; uncertainty 0.25 mi.; T1S R82W S22 NE1/4",,,,,,2149,,,,,"7050 ft.",,English,,"2013-02-06 11:08:28",http://creativecommons.org/licenses/by-nc/3.0/,,,4225f494-7871-43fd-acb4-6ec76dafcce9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1210374
1210417,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"B. E. Nelson",49387,2000-06-15,2000,6,15,167,,2000-6-15,,"Soft clay slopes of deep gullies.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: above Barger Gulch, S of the Colorado River, ca 3 air mi ENE of Junction Butte, ca 4.5 air mi ESE of Kremmling.",,40.0439,-106.3039,,,"40.0439° N, 106.3039° W; GPS Reading; T1N R80W S13 SE1/4",,,"GPS Reading",,,2280,2317,,,,"7480-7600 ft.",,English,,"2013-02-06 11:08:28",http://creativecommons.org/licenses/by-nc/3.0/,,,97bdeb29-d681-4cc6-a8a3-2a7888db2c40,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1210417
1211576,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",10661,2004-08-02,2004,8,2,215,,2004-8-2,,Ridgetop,,,,,,,,,fruiting,,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: Junction Butte, ca 2.5 air mi SE of Kremmling and ca 11 air mi NNW of Heeney.",,40.0281,-106.357,,,"40.0281° N, 106.357° W; GPS Reading; T1N R80W S28 NE1/4",,,"GPS Reading",,,2561,2622,,,,"8400-8600 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,ec4a78ac-3d81-4c47-8029-884d88ab53ad,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1211576
1212061,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",11096,2004-08-07,2004,8,7,220,,2004-8-7,,"Well-drained disturbed slope.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Gore Range: Pump House Recreation Area: ca 8.5 air mi SW of Kremmling and ca 3 air mi ENE of Radium.",,39.9785,-106.505,,,"39.9785° N, 106.505° W; GPS Reading; T1S R81W S18 NW1/4",,,"GPS Reading",,,2134,2213,,,,"7000-7260 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,35625c6d-cd8f-408f-80b1-37ed7f63e303,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1212061
1213537,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Erin Foley",5841,2004-05-19,2004,5,19,140,,2004-5-19,,"Pinyon/juniper woodland, silty loam and sandy soils along drainage gully.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 1 mi W of the Denver and Rio Grande Western Railroad and Radium.",,39.9523,-106.5628,,,"39.9523° N, 106.5628° W to 39.9506° N, 106.566° W; GPS Reading; T1S R82W S28 NE1/4; also NW1/4 S27",,,"GPS Reading",,,2134,2256,,,,"7000-7400 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,35641a2f-8c16-4fc5-b115-b0123a2bfa71,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213537
1213681,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Erin Foley",5970,2004-05-21,2004,5,21,142,,2004-5-21,,"Along river and sandy flats.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 0.5 mi N of Radium along the Colorado River.",,39.959,-106.55,,,"39.959° N, 106.55° W; GPS Reading; T1S R82W S22 SW1/4",,,"GPS Reading",,,2073,,,,,"6800 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,3955b218-9315-4750-aaa7-eba5ec5dc535,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213681
1213728,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6013,2004-05-22,2004,5,22,143,,2004-5-22,,"Dry sagebrush hills.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: ca 2 air mi S of Wolford Mountain and ca 2.5 air mi NNE of Kremmling, just S of Cow Gulch.",,40.0895,-106.3806,,,"40.0895° N, 106.3806° W; GPS Reading; T1.5N R80W S32",,,"GPS Reading",,,2305,2360,,,,"7560-7740 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,b4040a7b-694e-42ac-9865-8d6c64d6b6e1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213728
1213760,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Erin Foley",6043,2004-05-22,2004,5,22,143,,2004-5-22,,"Pinyon-juniper slope/road cut.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 0.5 air mi N of Radium and 9.5 air mi NE of State Bridge, just W of railroad.",,39.9565,-106.5531,,,"39.9565° N, 106.5531° W; GPS Reading; T1S R82W S22 SW1/4",,,"GPS Reading",,,2177,2195,,,,"7140-7200 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,7de59e9d-935e-4d7d-bfd1-a5b934f71c6e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213760
1214041,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6297,2004-05-27,2004,5,27,148,,2004-5-27,,"Windswept hill of fine sediment.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: just N of Deer Creek, ca 9 air mi NW of Kremmling and ca 28.5 air mi SE of Steamboat Springs.",,40.1728,-106.4543,,,"40.1728° N, 106.4543° W; GPS Reading; T3N R81W S34 SW1/4; also W1/2 S33",,,"GPS Reading",,,2348,2409,,,,"7700-7900 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,0d23fbf4-45f8-4645-b4b9-914ade147eee,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214041
1214111,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6360,2004-05-28,2004,5,28,149,,2004-5-28,,"Sagebrush on fine sedimentary soil slopes.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Williams Fork Mountains: ca 10 air mi SE of Kremmling and ca 24 air mi NW of Silverthorne, ca 2 mi E of Colo Hwy 9 off County Road 381.",,39.9171,-106.3057,,,"39.9171° N, 106.3057° W to 39.9229° N, 106.3069° W; GPS Reading; T1S R80W S36 W1/2",,,"GPS Reading",,,2457,2530,,,,"8060-8300 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,ad2fbcca-950c-48cc-93bc-1a4ec5cfe183,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214111
1214256,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6491,2004-05-31,2004,5,31,152,,2004-5-31,,"Well drained slope of metamorphic substrate.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: Red Mountain, ca 2 mi E of Kremmling and 6.5 mi W of Parshall.",,40.0578,-106.3435,,,"40.0578° N, 106.3435° W; GPS Reading; T1N R80W S10 S1/2",,,"GPS Reading",,,2378,2420,,,,"7800-7939 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,87470a59-243a-4b92-ab41-606d3220f067,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214256
1214547,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6751,2004-06-03,2004,6,3,155,,2004-6-3,,"Well drained fine sedimentary slope.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Williams Fork Mountains: ca 2 mi NW of Green Mountain Reservoir along Colo Hwy 9.",,39.9178,-106.3331,,,"39.9178° N, 106.3331° W; GPS Reading; T1S R80W S34 SW1/4",,,"GPS Reading",,,2332,,,,,"7650 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,e4f2ea70-829d-47fb-b780-c8e1cab74925,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214547
