id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1246368,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Emily A. Holt",5908,2001-06-26,2001,6,26,177,,,,"Pinyon-juniper woodland with some sagebrush and oak.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountain Area, West Slope Continental Divide: off Forest Road 412 1.3 road mi S of pavement end, east side of road, ca 6 air mi S of Gypsum.",,39.5598,-106.935,,,"39.5598° N, 106.935° W; T6S R85W S4",,,,,,2256,2378,,,,"7400-7800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bd0ae09c-aa56-48f3-a2ef-3b743991d577,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1246368
1246371,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Emily A. Holt",5911,2001-06-26,2001,6,26,177,,,,"Pinyon-juniper woodland with some sagebrush and oak.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountain Area, West Slope Continental Divide: off Forest Road 412 1.3 road mi S of pavement end, east side of road, ca 6 air mi S of Gypsum.",,39.5598,-106.935,,,"39.5598° N, 106.935° W; T6S R85W S4",,,,,,2256,2378,,,,"7400-7800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ef60d3e0-0366-410c-9f76-669215b84970,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1246371
1346118,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Melanie Arnett",104,1998-06-09,1998,6,9,160,,,,"Brushy drainage and sparse pinyon hillsides.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Ouray,,"Uncompahgre Basin: ca 1/2 - 3/4 air mi E of Uncompahgre River on County Road 33; ca 3.5 air mi SSE of intersection of Main Street in Ridgway and U.S. Hwy 550.",,38.1093,-107.7153,,,"38.1093° N, 107.7153° W; T45N R8W S35 NW1/4",,,,,,2180,2393,,,,"7150-7850 ft.",,English,,"2009-03-19 15:24:31",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dbc3c9bf-da38-4afe-a9ee-6f5dc6448719,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1346118
1350111,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Melanie Arnett",969,1998-06-27,1998,6,27,178,,,,"Sage dominated southeast-facing slope.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Saguache,,"Southern Gunnison Basin: Sawatch Range: along Indian Creek off of Forest Road 777, ca 4 air mi WSW of Sargents.",,38.3751,-106.3523,,,"38.3751° N, 106.3523° W; T48N R6E S30 NW1/4; also SE1/4 S19 and T48N R5E E1/2 S25",,,,,,2732,2829,,,,"8960-9280 ft.",,English,,"2009-03-19 15:24:31",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6feaed81-d87f-4ac8-a0a6-78f49128d87f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1350111
1350535,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,748510,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Melanie Arnett",4016,1999-06-01,1999,6,1,152,,,,"Sagebrush shrubland.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Gunnison,,"Southern Gunnison Basin: northeast flank of Flat Top, ca 1 air mi SSW of intersection of U.S. Hwy 50 and Colo Hwy 114; ca 8 air mi ESE of Gunnison.",,38.5074,-106.7932,,,"38.5074° N, 106.7932° W; T49N R2E S18 E1/2; also NW1/4 S17",,,,,,2402,2601,,,,"7880-8531 ft.",,English,,"2009-03-19 15:24:24",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:86f7c226-0509-4751-a3f6-eaaa36084ffe,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1350535
1351658,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,748509,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Melanie Arnett",5015,1999-07-06,1999,7,6,187,,,,"Riparian and adjacent sagebrush shrubland.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Gunnison,,"Southern Gunnison Basin: intersection of County roads 27B and 27C at North Beaver Creek, ca 1.8 air mi NNE of Rudolph Hill; ca 10.5 air mi ESE of Gateview.",,38.2397,-107.0232,,,"38.2397° N, 107.0232° W; T46N R1.5W S13 NW1/4; also N1/2 S14",,,,,,2622,2734,,,,"8600-8967 ft.",,English,,"2009-03-19 15:24:24",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5d64bbb3-a30d-42d8-8780-ef5d2636f6fe,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1351658
1465284,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,779342,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Ronald L. Hartman",79260,2004-07-07,2004,7,7,189,,,,"Shale road cut.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Grand,,"Along Colo Hwy 9, 0.3 road mi N of Summit County line; 2 air mi NW of Green Mountain Reservoir.",,39.9187,-106.33,,,"39.9187° N, 106.33° W; T1S R80W S34 SW1/4",,,,,,2364,,,,,"7754 ft.",,English,,"2012-02-17 15:51:53",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:414ba95c-84f9-469e-a4f2-84ea21d947ef,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1465284
1465287,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,779343,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Ronald L. Hartman",79261,2004-07-07,2004,7,7,189,,,,"Shale road cut.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Grand,,"Along Colo Hwy 9, 0.3 road mi N of Summit County line; 2 air mi NW of Green Mountain Reservoir.",,39.9187,-106.33,,,"39.9187° N, 106.33° W; T1S R80W S34 SW1/4",,,,,,2364,,,,,"7754 ft.",,English,,"2012-02-17 15:51:53",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cb3036fd-f75d-4251-9b40-129ca33de426,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1465287
1524048,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,461819,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Alfred T. Lee",L-15,1915-06-10,1915,6,10,161,,,,,,,,,,,,,,,,,,U.S.A.,Colorado,"no county",,"Colorado National Forest.",,,,,,,,,,,,2744,,,,,"9000 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3f35a437-3448-4c5a-aad4-942b28e9dba4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1524048
1525154,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,540848,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Betsy E. Neely",5167,1988-06-30,1988,6,30,182,,,,"Granitic talus.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Grand,,"Red Mountain: 1.5 mi E of Kremmling.",,40.0538,-106.3421,,1609,"40.0538° N, 106.3421° W; uncertainty 1 mi.; T1N R80W S15",,,,,,,,,,,,,English,,"2013-02-06 11:10:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:73f1db41-0726-47ca-bb36-a837e9b0ec83,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1525154
1525386,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,315048,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Barry C. Johnston",1264,1977-06-29,1977,6,29,180,,,,"Dry south-facing shale slopes along lower part of gully draining.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Summit,,"SE corner of Eagle Roost.",,39.8194,-106.1273,,1609,"39.8194° N, 106.1273° W; uncertainty 1 mi.; T3S R78W S4",,,,,,2668,,,,,"8750 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:96336b7d-a122-492f-a086-98a55d02aa38,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1525386
1525447,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,339901,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Barry C. Johnston, Pete Lucas",1752,1978-06-26,1978,6,26,177,,,,"Steep yellow-clay slopes.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Garfield,,"White River National Forest: North of U.S. Hwy 6, 1.2 mi below Forest boundary, ca. 9.5 mi ENE Glenwood Springs.",,,,,,"T5S R87W S20 NE1/4",,,,,,2073,,,,,"6800 ft.",,English,,"2013-02-06 11:10:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7b3ae896-0fbc-45ac-819a-7096846d2e5e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1525447
1526188,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,461682,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. E. Oakley",113,1929-06-08,1929,6,8,159,,,"2000f elevation?","Dry site with oak and brome; red gravel soil.",,,,,,flowering,,,,,,,,U.S.A.,Colorado,Garfield,,"White River National Forest: West Elk Ranger Station.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fbe18262-6c61-42e8-ab89-85ba68cfe6c1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526188
1526280,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,175684,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. Leo Hitchcock, Roland V. Rethke & R. van Raadshooven",4087,1938-07-15,1938,7,15,196,,,,"Moist bank of stream.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Gunnison,,"Ca 15 mi S of Iola.",,,,,,,,,,,,2287,,,,,"7500 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0d235424-ab0d-437d-8336-12086ca38d6f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526280
1526345,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,179620,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Porter",1764,1939-06-06,1939,6,6,157,,,,,,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Mesa,,"Grand Junction: near De Beque NE of Grand Junction.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:65f01d14-d33f-430b-a51a-551f5858e568,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526345
1526376,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,188367,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Porter",2823,1941-05-10,1941,5,10,130,,,,,,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Garfield,,"2 mi N of Rifle.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:39",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87a922b4-ec07-40b2-97ab-21cbb31e72f4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526376
1526636,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,149764,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Shear",3603,1896-07-15,1896,7,15,197,,,"Huerfano or Costilla Co.","Among rocks.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Huerfano,,"Veta Pass.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:39",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:133cc623-cb92-415b-8cf3-2582aa7e1e8d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526636
1526733,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,149763,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Shear",5295,1898-07-27,1898,7,27,208,,,,,,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Eagle,,Wolcott.,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e27f27a7-629a-451b-be2e-2b939adb0d85,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526733
1528634,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,103464,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Charles Piper Smith",3863,1925-07-24,1925,7,24,205,,,,,,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Hinsdale,,"Lake City.",,,,,,,,,,,,2622,,,,,"8600 ft.",,English,,"2013-02-06 11:10:41",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:158ada38-ba7f-42fe-9493-7c420d76ae78,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1528634
1528637,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,103465,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Charles Piper Smith",3865,1925-07-24,1925,7,24,205,,,,,,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Hinsdale,,"Lake City.",,,,,,,,,,,,2607,,,,,"8550 ft.",,English,,"2013-02-06 11:10:41",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0c4c04ad-d9a3-4e14-9d27-7ce477a4235f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1528637
1528737,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,461820,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Charles W. Stavely",3,1939-05-27,1939,5,27,147,,,,"Dry hillsides with sage; steep slope; rocky soil.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Saguache,,"Cochetopa National Forest.",,38.4194,-106.5003,,1609,"38.4194° N, 106.5003° W; uncertainty 1 mi.; T48N R4E S14",,,,,,2439,,,,,"8000 ft.",,English,,"2013-02-06 11:10:41",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d3666652-d386-45ff-82d7-5fff849988cd,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1528737
1530146,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,342912,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Elizabeth Neese",11279,1982-05-02,1982,5,2,122,,,,"Sandstone slopes and purple mudstone, juniper, sagebrush, bud sage community.",,,,,,flowering,,,,,,,,U.S.A.,Colorado,Garfield,,"4 mi N of Rifle on Hwy 789.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:42",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b77b1253-b7b8-4542-b8a0-2448b18752f9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1530146
1531171,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,86909,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Edwin B. Payson",1050,1917-07-10,1917,7,10,191,,,,"Dry stony slopes.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Montrose,,"Bostwick Park, east of Montrose.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:649fff95-3830-457b-9134-2210bde21a4d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531171
1531405,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,102391,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Edwin B. Payson, Lois B. Payson",3832,1924-06-17,1924,6,17,169,,,,"White shale hills.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Ouray,,Ridgeway.,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6d54c45b-9adb-4607-a94e-5324e2feec16,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531405
1531673,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,81831,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Edwin B. Payson",678,1915-06-15,1915,6,15,166,,,,"Dry, rocky hills.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Montrose,,"N of Montrose.",,,,,,,,,,,,2134,,,,,"7000 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ebfc0d6b-ce7f-4041-a231-265d56e62620,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531673
1531879,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,368265,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Elizabeth Neese, Oliver Grah",17159,1985-06-10,1985,6,10,161,,,,"Margin of Vasey sagebrush community on clay semi-barren breaks.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Grand,,"8 mi NW of Kremmling; 2 mi N of Hwy 134, south side of Red Dirt Creek.",,,,,,"T2N R81W S4 SW1/4",,,,,,2378,,,,,"7800 ft.",,English,,"2013-02-06 11:10:44",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8287ca86-65b3-4550-a633-d665440ce1ae,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531879
1534757,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,304299,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"G. A. Mulligan, T. Mosquin",2757,1963-06-17,1963,6,17,168,,,"n=12 on buds of plants growing at the location","On steep, open red-soiled south-facing scree.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Gunnison,,"32.5 mi eastward along Hwy 50 from Gunnison.",,,,,,,,,,,,2576,,,,,"8450 ft.",,English,,"2013-02-06 11:10:46",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9b9a4f8b-1188-429f-a5cc-0144473a5d67,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1534757
1534762,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,284050,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"G. A. Mulligan, C. Cropmton",3064,1965-07-05,1965,7,5,186,,,,"In openings of juniper - pine slopes and steep rocky soil road cuts.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Costilla,,"15.5 mi NE of Fort Garland.",,,,,,,,,,,,2691,,,,,"8825 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:eced63e3-0145-4734-8f9e-96486bb897cf,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1534762
1535460,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168754,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",1948,1899-06-17,1899,6,17,168,,,,,,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Garfield,,"Glenwood Springs.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1d25a698-c183-4415-9cf2-f804f2a36c2a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1535460
1537051,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,312770,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4216,1910-05-24,1910,5,24,144,,,,,,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"State Bridge.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:48",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7b6ffce2-0b3b-4423-8dba-6f4e24f78b28,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537051
1537070,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168759,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4262,1910-05-26,1910,5,26,146,,,,,,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Mesa,,"De Begue.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:48",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d439618f-be2a-45c8-834c-81feede8a30d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537070
1537270,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168743,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4595,1911-07-23,1911,7,23,204,,,,,,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Delta,,Paonia.,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:48",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8c1a1324-fe3e-4898-a96f-5ed612490c29,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537270
1537348,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168760,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4713,1912-06-20,1912,6,20,172,,,,,,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Eagle,,Eagle.,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:49",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d42f5d5f-6d86-41de-b733-19c3ffe033e1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537348
1538722,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168751,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",6915,1928-06-17,1928,6,17,169,,,,,,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Gunnison,,"Vicinity of Gunnison.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c6de410d-2f8a-414d-8345-bfa853a3753a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1538722
