id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1465287,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,779343,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Ronald L. Hartman",79261,2004-07-07,2004,7,7,189,,2004-7-7,,"Shale road cut.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Grand,,"Along Colo Hwy 9, 0.3 road mi N of Summit County line; 2 air mi NW of Green Mountain Reservoir.",,39.9187,-106.33,,,"39.9187° N, 106.33° W; T1S R80W S34 SW1/4",,,,,,2364,,,,,"7754 ft.",,English,,"2012-02-17 15:51:53",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cb3036fd-f75d-4251-9b40-129ca33de426,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1465287
1524048,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,461819,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Alfred T. Lee",L-15,1915-06-10,1915,6,10,161,,1915-6-10,,,,,,,,,,,,,,U.S.A.,Colorado,"no county",,"Colorado National Forest.",,,,,,,,,,,,2744,,,,,"9000 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3f35a437-3448-4c5a-aad4-942b28e9dba4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1524048
1525154,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,540848,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Betsy E. Neely",5167,1988-06-30,1988,6,30,182,,1988-6-30,,"Granitic talus.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Grand,,"Red Mountain: 1.5 mi E of Kremmling.",,40.0538,-106.3421,,1609,"40.0538° N, 106.3421° W; uncertainty 1 mi.; T1N R80W S15",,,,,,,,,,,,,English,,"2013-02-06 11:10:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:73f1db41-0726-47ca-bb36-a837e9b0ec83,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1525154
1525386,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,315048,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Barry C. Johnston",1264,1977-06-29,1977,6,29,180,,1977-6-29,,"Dry south-facing shale slopes along lower part of gully draining.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Summit,,"SE corner of Eagle Roost.",,39.8194,-106.1273,,1609,"39.8194° N, 106.1273° W; uncertainty 1 mi.; T3S R78W S4",,,,,,2668,,,,,"8750 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:96336b7d-a122-492f-a086-98a55d02aa38,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1525386
1525447,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,339901,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Barry C. Johnston, Pete Lucas",1752,1978-06-26,1978,6,26,177,,1978-6-26,,"Steep yellow-clay slopes.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Garfield,,"White River National Forest: North of U.S. Hwy 6, 1.2 mi below Forest boundary, ca. 9.5 mi ENE Glenwood Springs.",,,,,,"T5S R87W S20 NE1/4",,,,,,2073,,,,,"6800 ft.",,English,,"2013-02-06 11:10:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7b3ae896-0fbc-45ac-819a-7096846d2e5e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1525447
1526188,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,461682,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. E. Oakley",113,1929-06-08,1929,6,8,159,,1929-6-8,"2000f elevation?","Dry site with oak and brome; red gravel soil.",,,,,,flowering,,,,,,U.S.A.,Colorado,Garfield,,"White River National Forest: West Elk Ranger Station.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fbe18262-6c61-42e8-ab89-85ba68cfe6c1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526188
1526280,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,175684,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. Leo Hitchcock, Roland V. Rethke & R. van Raadshooven",4087,1938-07-15,1938,7,15,196,,1938-7-15,,"Moist bank of stream.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Gunnison,,"Ca 15 mi S of Iola.",,,,,,,,,,,,2287,,,,,"7500 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0d235424-ab0d-437d-8336-12086ca38d6f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526280
1526345,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,179620,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Porter",1764,1939-06-06,1939,6,6,157,,1939-6-6,,,,,,,,fruiting,,,,,,U.S.A.,Colorado,Mesa,,"Grand Junction: near De Beque NE of Grand Junction.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:65f01d14-d33f-430b-a51a-551f5858e568,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526345
1526376,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,188367,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Porter",2823,1941-05-10,1941,5,10,130,,1941-5-10,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Garfield,,"2 mi N of Rifle.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:39",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87a922b4-ec07-40b2-97ab-21cbb31e72f4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526376
1526636,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,149764,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Shear",3603,1896-07-15,1896,7,15,197,,1896-7-15,"Huerfano or Costilla Co.","Among rocks.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Huerfano,,"Veta Pass.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:39",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:133cc623-cb92-415b-8cf3-2582aa7e1e8d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526636
1526733,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,149763,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"C. L. Shear",5295,1898-07-27,1898,7,27,208,,1898-7-27,,,,,,,,fruiting,,,,,,U.S.A.,Colorado,Eagle,,Wolcott.,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e27f27a7-629a-451b-be2e-2b939adb0d85,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1526733
1528634,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,103464,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Charles Piper Smith",3863,1925-07-24,1925,7,24,205,,1925-7-24,,,,,,,,fruiting,,,,,,U.S.A.,Colorado,Hinsdale,,"Lake City.",,,,,,,,,,,,2622,,,,,"8600 ft.",,English,,"2013-02-06 11:10:41",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:158ada38-ba7f-42fe-9493-7c420d76ae78,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1528634
1528637,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,103465,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Charles Piper Smith",3865,1925-07-24,1925,7,24,205,,1925-7-24,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Hinsdale,,"Lake City.",,,,,,,,,,,,2607,,,,,"8550 ft.",,English,,"2013-02-06 11:10:41",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0c4c04ad-d9a3-4e14-9d27-7ce477a4235f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1528637
1528737,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,461820,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Charles W. Stavely",3,1939-05-27,1939,5,27,147,,1939-5-27,,"Dry hillsides with sage; steep slope; rocky soil.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Saguache,,"Cochetopa National Forest.",,38.4194,-106.5003,,1609,"38.4194° N, 106.5003° W; uncertainty 1 mi.; T48N R4E S14",,,,,,2439,,,,,"8000 ft.",,English,,"2013-02-06 11:10:41",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d3666652-d386-45ff-82d7-5fff849988cd,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1528737
1530146,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,342912,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Elizabeth Neese",11279,1982-05-02,1982,5,2,122,,1982-5-2,,"Sandstone slopes and purple mudstone, juniper, sagebrush, bud sage community.",,,,,,flowering,,,,,,U.S.A.,Colorado,Garfield,,"4 mi N of Rifle on Hwy 789.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:42",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b77b1253-b7b8-4542-b8a0-2448b18752f9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1530146
1531171,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,86909,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Edwin B. Payson",1050,1917-07-10,1917,7,10,191,,1917-7-10,,"Dry stony slopes.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Montrose,,"Bostwick Park, east of Montrose.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:649fff95-3830-457b-9134-2210bde21a4d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531171
1531405,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,102391,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Edwin B. Payson, Lois B. Payson",3832,1924-06-17,1924,6,17,169,,1924-6-17,,"White shale hills.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Ouray,,Ridgeway.,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6d54c45b-9adb-4607-a94e-5324e2feec16,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531405
1531673,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,81831,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Edwin B. Payson",678,1915-06-15,1915,6,15,166,,1915-6-15,,"Dry, rocky hills.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Montrose,,"N of Montrose.",,,,,,,,,,,,2134,,,,,"7000 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ebfc0d6b-ce7f-4041-a231-265d56e62620,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531673
1531879,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,368265,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Elizabeth Neese, Oliver Grah",17159,1985-06-10,1985,6,10,161,,1985-6-10,,"Margin of Vasey sagebrush community on clay semi-barren breaks.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"8 mi NW of Kremmling; 2 mi N of Hwy 134, south side of Red Dirt Creek.",,,,,,"T2N R81W S4 SW1/4",,,,,,2378,,,,,"7800 ft.",,English,,"2013-02-06 11:10:44",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8287ca86-65b3-4550-a633-d665440ce1ae,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1531879
1534757,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,304299,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"G. A. Mulligan, T. Mosquin",2757,1963-06-17,1963,6,17,168,,1963-6-17,"n=12 on buds of plants growing at the location","On steep, open red-soiled south-facing scree.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"32.5 mi eastward along Hwy 50 from Gunnison.",,,,,,,,,,,,2576,,,,,"8450 ft.",,English,,"2013-02-06 11:10:46",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9b9a4f8b-1188-429f-a5cc-0144473a5d67,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1534757
1534761,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,284057,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"G. A. Mulligan, C. Cropmton",3058,1965-07-05,1965,7,5,186,,1965-7-5,2n=8.,"On steep, rocky soil slopes below juniper and pine.",,,,,,fruiting,,,,,,U.S.A.,"New Mexico",Taos,,"6 mi E of Taos.",,36.38329,-105.50159,"NAD 83",1609,,,,"Nat. Geog. TOPO!",,,2363,,,,,"7750 ft.",,English,,"2013-02-06 11:10:46",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:488cc596-9c62-446f-b616-6719acf30795,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1534761
1534762,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,284050,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"G. A. Mulligan, C. Cropmton",3064,1965-07-05,1965,7,5,186,,1965-7-5,,"In openings of juniper - pine slopes and steep rocky soil road cuts.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Costilla,,"15.5 mi NE of Fort Garland.",,,,,,,,,,,,2691,,,,,"8825 ft.",,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:eced63e3-0145-4734-8f9e-96486bb897cf,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1534762
1535460,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168754,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",1948,1899-06-17,1899,6,17,168,,1899-6-17,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Garfield,,"Glenwood Springs.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1d25a698-c183-4415-9cf2-f804f2a36c2a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1535460
1537051,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,312770,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4216,1910-05-24,1910,5,24,144,,1910-5-24,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Eagle,,"State Bridge.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:48",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7b6ffce2-0b3b-4423-8dba-6f4e24f78b28,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537051
1537070,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168759,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4262,1910-05-26,1910,5,26,146,,1910-5-26,,,,,,,,fruiting,,,,,,U.S.A.,Colorado,Mesa,,"De Begue.",,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:48",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d439618f-be2a-45c8-834c-81feede8a30d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537070
1537270,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168743,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4595,1911-07-23,1911,7,23,204,,1911-7-23,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,Paonia.,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:48",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8c1a1324-fe3e-4898-a96f-5ed612490c29,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537270
1537348,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168760,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",4713,1912-06-20,1912,6,20,172,,1912-6-20,,,,,,,,fruiting,,,,,,U.S.A.,Colorado,Eagle,,Eagle.,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:49",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d42f5d5f-6d86-41de-b733-19c3ffe033e1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1537348
1538722,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168751,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",6915,1928-06-17,1928,6,17,169,,1928-6-17,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"Vicinity of Gunnison.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c6de410d-2f8a-414d-8345-bfa853a3753a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1538722
1539012,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168749,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",781,1895-06-30,1895,6,30,181,,1895-6-30,,,,,,,,fruiting,,,,,,U.S.A.,Colorado,Garfield,,"Glenwood Springs.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:938eadf2-e8f7-4fcc-a01c-4279826496b9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1539012
1539108,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,168748,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",8216,1935-05-00,1935,5,0,,,1935-5,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Garfield,,"Glenwood Springs.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5392a410-5f68-4cf4-af67-00347323017d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1539108
1539705,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,312393,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"George E. Osterhout",s.n.,1912-06-22,1912,6,22,174,,1912-6-22,,,,,,,,fruiting,,,,,,U.S.A.,Colorado,Mesa,,DeBeque.,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:10:51",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b09e2058-b782-4631-8e88-b46e08b43903,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1539705
1541544,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,87182,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ira W. Clokey, E. Bethel and F. S. Willey",4130,1921-06-27,1921,6,27,178,,1921-6-27,,"Dry hillside.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Costilla,,"West side of La Veta Pass.",,,,,,,,,,,,2850,,,,,"2850 m.",,English,,"2013-02-06 11:10:52",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:81bde333-b255-458d-b3ea-2512e3da0cc3,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1541544
1543479,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,343574,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Larry C. Higgins",1484,1968-06-03,1968,6,3,155,,1968-6-3,,"Gravelly-clay soil in a road-cut; pinyon-juniper community.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Garfield,,"Ca 15 mi W of Rifle.",,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f1bca905-5a77-411f-a765-16d3daa26dfa,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1543479
1545058,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,570724,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Nancy Kastning, Sunny and Joel Kastning",1510,1989-06-07,1989,6,7,158,,1989-6-7,,"Hillsides with sagebrush grassland.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Park Range: ca 9 air mi W of Kremmling.",,40.0391,-106.5909,,1609,"40.0391° N, 106.5909° W; uncertainty 1 mi.; T1N R82W S21",,,,,,2683,,,,,"8800 ft.",,English,,"2013-02-06 11:10:55",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:57413a80-6324-4c42-8d6f-ba0472679e98,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1545058
1546812,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,580863,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Richard Olmstead",946,1991-05-26,1991,5,26,146,,1991-5-26,,"Sagebrush covered hill with calcareous soil; associated with Amelanchier, Balsamorhiza sagittata, Penstemon caespitosus, Erysimum capitatum.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"ca 4.6 mi SW of Kremmling on County Rd. 1.",,,,,,"T1N R80W S31",,,,,,,,,,,,,English,,"2013-02-06 11:10:56",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a4961964-9e1e-4c9d-b372-a1f3590b0fb8,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1546812
